Order ID,Customer ID,Rush Shipment,Cookies Shipped,Revenue,Cost,Order Date
223500,325698,Yes,929,4645,2322.5,7/22/2022
225086,985245,Yes,217,1085,542.5,5/29/2022
226405,325698,Yes,590,2950,1475,10/22/2022
226522,152689,Yes,162,810,405,10/13/2022
227407,785432,No,364,1820,910,6/18/2022
227411,325698,Yes,427,2135,1067.5,8/14/2022
230797,152689,Yes,371,1855,927.5,3/14/2022
232203,325698,Yes,998,4990,2495,4/23/2022
232966,325698,Yes,659,3295,1647.5,05/01/2022
233649,325698,No,619,3095,1547.5,12/19/2022
233751,985245,Yes,240,1200,600,3/22/2022
237562,785432,No,909,4545,2272.5,8/23/2022
239504,985245,Yes,723,3615,1807.5,3/24/2022
240525,985245,No,292,1460,730,11/04/2022
241812,985245,No,996,4980,2490,3/21/2022
242964,452584,No,79,395,197.5,1/19/2022
245772,452584,No,138,690,345,11/21/2022
251624,325698,No,495,2475,1237.5,01/04/2022
253636,325698,Yes,770,3850,1925,12/04/2022
254941,785432,Yes,441,2205,1102.5,12/30/2022
255154,325698,Yes,663,3315,1657.5,07/11/2022
257036,325698,Yes,366,1830,915,12/01/2022
257065,985245,No,961,4805,2402.5,3/20/2022
257534,325698,No,897,4485,2242.5,11/06/2022
257902,985245,No,773,3865,1932.5,5/25/2022
259692,152689,Yes,132,660,330,07/02/2022
260154,785432,Yes,612,3060,1530,5/27/2022
261400,325698,No,469,2345,1172.5,1/18/2022
264236,152689,No,319,1595,797.5,2/24/2022
265259,325698,No,504,2520,1260,4/27/2022
265604,985245,Yes,923,4615,2307.5,11/20/2022
267709,325698,Yes,920,4600,2300,7/23/2022
268820,152689,No,517,2585,1292.5,09/02/2022
270489,152689,Yes,207,1035,517.5,12/01/2022
270747,985245,Yes,724,3620,1810,1/28/2022
271203,985245,No,869,4345,2172.5,9/20/2022
271429,325698,No,831,4155,2077.5,11/28/2022
272470,452584,Yes,296,1480,740,9/28/2022
272915,985245,No,434,2170,1085,04/12/2022
273543,985245,Yes,932,4660,2330,12/14/2022
273628,985245,No,698,3490,1745,5/19/2022
274164,452584,Yes,143,715,357.5,3/27/2022
274472,985245,Yes,688,3440,1720,3/29/2022
275047,325698,Yes,745,3725,1862.5,11/24/2022
275108,325698,Yes,761,3805,1902.5,5/27/2022
275536,325698,Yes,464,2320,1160,2/16/2022
277723,985245,No,705,3525,1762.5,3/13/2022
278111,452584,No,754,3770,1885,12/04/2022
278761,152689,No,612,3060,1530,10/06/2022
278874,152689,Yes,688,3440,1720,03/06/2022
279437,325698,Yes,156,780,390,09/11/2022
280368,152689,No,267,1335,667.5,5/30/2022
281119,325698,No,206,1030,515,8/17/2022
281409,985245,Yes,93,465,232.5,03/09/2022
281469,152689,Yes,836,4180,2090,2/27/2022
282038,985245,No,298,1490,745,04/10/2022
282132,325698,Yes,704,3520,1760,4/28/2022
282161,985245,No,455,2275,1137.5,5/20/2022
283961,985245,No,109,545,272.5,11/08/2022
285071,152689,No,595,2975,1487.5,3/26/2022
285536,785432,Yes,336,1680,840,10/08/2022
286572,985245,Yes,814,4070,2035,11/02/2022
287367,985245,Yes,344,1720,860,12/15/2022
289201,985245,No,450,2250,1125,9/23/2022
289423,152689,Yes,623,3115,1557.5,05/11/2022
290071,985245,No,513,2565,1282.5,4/26/2022
290854,985245,Yes,173,865,432.5,10/08/2022
292457,325698,No,284,1420,710,10/28/2022
292912,785432,No,110,550,275,06/05/2022
294041,785432,No,767,3835,1917.5,8/27/2022
294232,325698,No,174,870,435,11/12/2022
295858,785432,Yes,169,845,422.5,07/04/2022
296056,985245,No,800,4000,2000,03/07/2022
296581,785432,Yes,423,2115,1057.5,8/17/2022
299303,325698,Yes,959,4795,2397.5,10/03/2022
300406,785432,Yes,542,2710,1355,07/02/2022
300662,985245,No,672,3360,1680,5/13/2022
302491,985245,Yes,668,3340,1670,10/16/2022
303947,152689,No,805,4025,2012.5,4/26/2022
303996,452584,Yes,155,775,387.5,10/06/2022
304108,985245,No,58,290,145,4/23/2022
304169,152689,No,707,3535,1767.5,1/27/2022
304823,325698,Yes,580,2900,1450,06/08/2022
305697,152689,No,634,3170,1585,01/08/2022
306196,325698,Yes,784,3920,1960,02/08/2022
309145,325698,Yes,372,1860,930,06/11/2022
309977,152689,No,556,2780,1390,11/05/2022
310045,785432,Yes,117,585,292.5,05/12/2022
310202,452584,Yes,514,2570,1285,10/12/2022
310236,325698,No,129,645,322.5,09/08/2022
310730,152689,No,142,710,355,4/17/2022
311450,785432,Yes,377,1885,942.5,8/22/2022
312589,325698,No,713,3565,1782.5,9/19/2022
312713,985245,Yes,474,2370,1185,3/22/2022
313845,785432,No,363,1815,907.5,08/01/2022
314682,985245,No,986,4930,2465,03/02/2022
314698,325698,Yes,314,1570,785,10/11/2022
316393,325698,No,59,295,147.5,12/19/2022
321832,785432,Yes,361,1805,902.5,8/25/2022
322061,785432,Yes,598,2990,1495,7/27/2022
323276,325698,No,810,4050,2025,9/14/2022
323530,452584,Yes,352,1760,880,06/03/2022
324961,452584,Yes,213,1065,532.5,12/11/2022
324984,785432,No,177,885,442.5,4/25/2022
326653,985245,Yes,854,4270,2135,1/15/2022
330390,985245,Yes,136,680,340,10/19/2022
331281,985245,Yes,562,2810,1405,02/04/2022
335925,325698,Yes,694,3470,1735,01/10/2022
336306,785432,Yes,874,4370,2185,06/06/2022
336410,785432,No,789,3945,1972.5,1/21/2022
341040,325698,Yes,336,1680,840,12/15/2022
342812,985245,Yes,426,2130,1065,09/10/2022
343292,985245,No,310,1550,775,6/21/2022
344802,325698,Yes,588,2940,1470,9/29/2022
345960,325698,No,529,2645,1322.5,01/04/2022
349114,785432,Yes,204,1020,510,3/20/2022
349672,325698,No,175,875,437.5,2/20/2022
349829,785432,No,968,4840,2420,7/15/2022
351306,785432,Yes,385,1925,962.5,11/12/2022
352258,785432,No,359,1795,897.5,06/01/2022
352717,985245,Yes,272,1360,680,01/12/2022
353461,985245,No,780,3900,1950,12/18/2022
354196,785432,Yes,343,1715,857.5,10/15/2022
356117,985245,Yes,673,3365,1682.5,3/25/2022
356956,452584,No,800,4000,2000,5/13/2022
358505,985245,No,406,2030,1015,11/03/2022
359163,325698,No,994,4970,2485,05/01/2022
359838,152689,No,663,3315,1657.5,06/04/2022
360493,152689,Yes,880,4400,2200,3/29/2022
361053,985245,Yes,571,2855,1427.5,02/09/2022
361183,152689,Yes,168,840,420,4/15/2022
361497,785432,No,959,4795,2397.5,06/10/2022
362101,785432,Yes,177,885,442.5,10/31/2022
362112,985245,Yes,710,3550,1775,8/20/2022
362910,785432,Yes,573,2865,1432.5,2/25/2022
363758,325698,Yes,714,3570,1785,4/27/2022
365626,785432,Yes,100,500,250,10/15/2022
366379,325698,Yes,385,1925,962.5,11/25/2022
366965,325698,No,330,1650,825,1/13/2022
367453,985245,Yes,297,1485,742.5,06/07/2022
367682,325698,No,804,4020,2010,12/09/2022
370397,325698,No,831,4155,2077.5,07/04/2022
371144,985245,Yes,318,1590,795,03/11/2022
374033,452584,Yes,261,1305,652.5,02/10/2022
374844,325698,No,206,1030,515,3/26/2022
375727,985245,Yes,272,1360,680,05/11/2022
377820,325698,No,69,345,172.5,2/19/2022
378599,325698,Yes,317,1585,792.5,5/30/2022
379940,785432,No,773,3865,1932.5,8/17/2022
380958,985245,No,640,3200,1600,5/20/2022
381024,785432,No,391,1955,977.5,11/20/2022
381711,985245,Yes,537,2685,1342.5,04/07/2022
382629,152689,No,557,2785,1392.5,1/27/2022
383370,325698,No,789,3945,1972.5,1/17/2022
383537,985245,Yes,858,4290,2145,1/19/2022
383634,785432,Yes,81,405,202.5,2/16/2022
389616,325698,No,710,3550,1775,05/07/2022
389840,785432,No,225,1125,562.5,3/30/2022
391355,985245,Yes,137,685,342.5,06/04/2022
392590,452584,Yes,349,1745,872.5,08/06/2022
392956,325698,No,991,4955,2477.5,03/10/2022
392968,452584,Yes,367,1835,917.5,9/17/2022
397633,985245,No,411,2055,1027.5,04/09/2022
398061,985245,Yes,81,405,202.5,1/23/2022
400908,152689,Yes,680,3400,1700,1/18/2022
400973,152689,No,588,2940,1470,07/05/2022
404162,785432,Yes,912,4560,2280,03/06/2022
404380,152689,No,901,4505,2252.5,10/27/2022
405943,152689,Yes,825,4125,2062.5,10/10/2022
407686,152689,Yes,909,4545,2272.5,4/17/2022
407922,785432,No,206,1030,515,04/02/2022
408387,785432,No,487,2435,1217.5,1/17/2022
409261,325698,Yes,125,625,312.5,08/04/2022
410390,785432,Yes,748,3740,1870,11/09/2022
411378,152689,No,357,1785,892.5,8/26/2022
412250,152689,No,578,2890,1445,9/30/2022
412809,325698,Yes,566,2830,1415,10/25/2022
413120,985245,Yes,646,3230,1615,7/20/2022
413630,452584,No,230,1150,575,7/26/2022
414788,325698,Yes,708,3540,1770,9/15/2022
415259,985245,No,944,4720,2360,01/05/2022
416139,785432,No,216,1080,540,02/12/2022
420928,325698,Yes,370,1850,925,1/30/2022
423958,152689,No,613,3065,1532.5,05/06/2022
423980,152689,No,275,1375,687.5,1/17/2022
424927,152689,Yes,774,3870,1935,9/29/2022
426513,985245,Yes,893,4465,2232.5,1/21/2022
430798,985245,No,858,4290,2145,3/17/2022
432482,325698,Yes,928,4640,2320,07/12/2022
436698,785432,Yes,185,925,462.5,03/10/2022
438936,152689,Yes,859,4295,2147.5,3/16/2022
441125,985245,Yes,318,1590,795,11/30/2022
442338,785432,Yes,461,2305,1152.5,5/22/2022
442519,152689,No,79,395,197.5,07/09/2022
443406,325698,No,331,1655,827.5,7/16/2022
444253,152689,Yes,331,1655,827.5,12/25/2022
447064,325698,No,105,525,262.5,04/09/2022
447142,325698,Yes,433,2165,1082.5,7/18/2022
447348,325698,Yes,495,2475,1237.5,7/28/2022
449936,785432,No,856,4280,2140,12/23/2022
449940,985245,No,404,2020,1010,10/15/2022
453729,325698,No,528,2640,1320,02/05/2022
455247,785432,Yes,257,1285,642.5,08/03/2022
455704,325698,No,878,4390,2195,11/08/2022
456331,325698,Yes,915,4575,2287.5,6/18/2022
457493,985245,Yes,538,2690,1345,7/23/2022
458494,452584,Yes,618,3090,1545,07/06/2022
459749,985245,Yes,585,2925,1462.5,10/18/2022
460704,152689,No,991,4955,2477.5,3/24/2022
461771,152689,Yes,259,1295,647.5,11/04/2022
462264,152689,Yes,592,2960,1480,7/24/2022
462437,985245,Yes,695,3475,1737.5,03/10/2022
464164,325698,No,279,1395,697.5,5/28/2022
465004,325698,Yes,778,3890,1945,7/17/2022
465573,785432,No,651,3255,1627.5,1/24/2022
466711,985245,No,699,3495,1747.5,1/28/2022
468780,785432,Yes,483,2415,1207.5,12/11/2022
469056,452584,Yes,196,980,490,03/08/2022
471996,985245,Yes,578,2890,1445,3/20/2022
473243,325698,Yes,492,2460,1230,5/19/2022
473257,785432,Yes,633,3165,1582.5,10/20/2022
474076,325698,No,855,4275,2137.5,3/18/2022
474397,152689,Yes,745,3725,1862.5,12/15/2022
476117,785432,Yes,269,1345,672.5,10/25/2022
477853,985245,No,486,2430,1215,3/18/2022
478505,985245,No,416,2080,1040,7/29/2022
479936,985245,Yes,299,1495,747.5,03/03/2022
480409,785432,Yes,339,1695,847.5,10/09/2022
481162,152689,Yes,380,1900,950,2/16/2022
481493,785432,Yes,332,1660,830,4/30/2022
482656,785432,Yes,551,2755,1377.5,03/01/2022
482891,452584,No,729,3645,1822.5,06/10/2022
483986,152689,No,932,4660,2330,1/25/2022
484079,325698,No,183,915,457.5,8/25/2022
484422,325698,Yes,133,665,332.5,3/13/2022
484697,985245,Yes,217,1085,542.5,9/18/2022
486740,985245,Yes,339,1695,847.5,8/22/2022
486987,325698,Yes,717,3585,1792.5,1/26/2022
487006,152689,Yes,70,350,175,4/28/2022
487494,985245,No,482,2410,1205,11/30/2022
488506,452584,No,879,4395,2197.5,6/20/2022
490281,325698,Yes,352,1760,880,11/01/2022
490924,152689,Yes,778,3890,1945,07/01/2022
492224,325698,No,990,4950,2475,9/29/2022
493230,785432,No,419,2095,1047.5,1/28/2022
495197,985245,Yes,881,4405,2202.5,09/11/2022
495420,152689,No,317,1585,792.5,9/13/2022
497571,325698,Yes,88,440,220,12/21/2022
498224,785432,Yes,658,3290,1645,02/02/2022
498604,785432,Yes,578,2890,1445,10/25/2022
500782,985245,Yes,802,4010,2005,11/27/2022
500976,325698,Yes,141,705,352.5,2/28/2022
503556,452584,No,155,775,387.5,05/01/2022
503563,785432,No,457,2285,1142.5,1/18/2022
503607,325698,No,131,655,327.5,1/28/2022
505692,152689,Yes,350,1750,875,5/30/2022
505829,785432,No,940,4700,2350,10/02/2022
505941,152689,No,750,3750,1875,9/14/2022
505987,985245,Yes,401,2005,1002.5,06/09/2022
509628,152689,No,529,2645,1322.5,06/06/2022
510966,325698,No,207,1035,517.5,8/25/2022
511887,985245,No,412,2060,1030,12/12/2022
512534,325698,No,253,1265,632.5,05/09/2022
512813,325698,No,171,855,427.5,11/16/2022
514064,985245,Yes,742,3710,1855,01/11/2022
514294,785432,No,570,2850,1425,3/15/2022
514558,985245,Yes,412,2060,1030,2/23/2022
516335,152689,No,633,3165,1582.5,10/03/2022
517097,325698,No,158,790,395,11/01/2022
523137,785432,Yes,762,3810,1905,4/25/2022
525345,325698,No,413,2065,1032.5,08/03/2022
526516,452584,Yes,263,1315,657.5,1/15/2022
527180,325698,Yes,478,2390,1195,7/23/2022
528494,325698,No,448,2240,1120,04/12/2022
528584,152689,No,642,3210,1605,11/19/2022
529641,985245,Yes,695,3475,1737.5,6/24/2022
530582,985245,No,944,4720,2360,12/15/2022
531530,152689,No,65,325,162.5,9/17/2022
531702,325698,Yes,366,1830,915,11/14/2022
532788,985245,Yes,160,800,400,3/30/2022
533044,785432,No,453,2265,1132.5,3/14/2022
533657,785432,No,542,2710,1355,12/12/2022
534660,985245,Yes,424,2120,1060,08/07/2022
540958,152689,No,284,1420,710,12/21/2022
542327,325698,Yes,184,920,460,3/18/2022
542683,325698,No,444,2220,1110,05/05/2022
543699,785432,Yes,515,2575,1287.5,1/26/2022
544682,325698,Yes,831,4155,2077.5,1/29/2022
544716,985245,No,817,4085,2042.5,09/05/2022
544884,325698,No,995,4975,2487.5,8/18/2022
546001,325698,Yes,554,2770,1385,01/05/2022
546482,325698,Yes,102,510,255,12/30/2022
547076,785432,Yes,159,795,397.5,04/05/2022
547092,152689,Yes,745,3725,1862.5,2/19/2022
549519,985245,No,502,2510,1255,2/28/2022
552225,452584,Yes,349,1745,872.5,05/01/2022
557150,785432,Yes,854,4270,2135,8/26/2022
558478,452584,No,757,3785,1892.5,05/01/2022
560678,985245,No,253,1265,632.5,1/16/2022
560998,985245,No,857,4285,2142.5,07/04/2022
561259,152689,Yes,142,710,355,8/19/2022
563188,985245,No,458,2290,1145,6/30/2022
563236,785432,Yes,291,1455,727.5,8/24/2022
564810,325698,Yes,508,2540,1270,10/13/2022
568888,325698,No,601,3005,1502.5,05/01/2022
569192,325698,Yes,132,660,330,3/13/2022
569890,152689,No,456,2280,1140,4/14/2022
572260,785432,Yes,984,4920,2460,01/04/2022
572890,152689,No,318,1590,795,06/11/2022
574202,785432,No,840,4200,2100,08/10/2022
574909,325698,No,249,1245,622.5,11/07/2022
576278,152689,No,294,1470,735,7/19/2022
577690,985245,Yes,570,2850,1425,1/15/2022
577742,985245,Yes,323,1615,807.5,11/09/2022
577871,325698,Yes,369,1845,922.5,5/24/2022
579146,325698,No,215,1075,537.5,01/12/2022
579429,325698,No,265,1325,662.5,07/07/2022
579513,985245,No,172,860,430,1/24/2022
580201,152689,Yes,414,2070,1035,7/27/2022
581638,985245,No,220,1100,550,12/22/2022
586140,452584,No,689,3445,1722.5,6/18/2022
587024,985245,Yes,604,3020,1510,10/23/2022
587052,785432,Yes,308,1540,770,05/02/2022
590099,325698,No,486,2430,1215,12/21/2022
590184,785432,No,846,4230,2115,05/02/2022
593344,325698,No,928,4640,2320,11/26/2022
598734,785432,Yes,148,740,370,7/15/2022
599943,325698,No,934,4670,2335,05/12/2022
604057,785432,Yes,927,4635,2317.5,01/12/2022
604287,152689,Yes,397,1985,992.5,06/07/2022
604594,152689,No,238,1190,595,1/18/2022
604803,785432,No,647,3235,1617.5,1/25/2022
606944,325698,No,95,475,237.5,4/26/2022
607706,985245,No,762,3810,1905,08/09/2022
610808,785432,No,676,3380,1690,5/14/2022
611589,325698,Yes,572,2860,1430,4/30/2022
611942,785432,No,338,1690,845,11/15/2022
612308,985245,Yes,114,570,285,2/27/2022
614298,325698,Yes,380,1900,950,10/24/2022
615440,985245,Yes,850,4250,2125,01/01/2022
617015,152689,Yes,641,3205,1602.5,04/08/2022
617835,785432,Yes,638,3190,1595,09/03/2022
618892,325698,Yes,94,470,235,05/07/2022
619322,325698,No,246,1230,615,5/13/2022
619570,325698,No,457,2285,1142.5,07/12/2022
619746,985245,Yes,796,3980,1990,12/07/2022
619901,325698,No,233,1165,582.5,11/28/2022
619996,985245,Yes,247,1235,617.5,5/15/2022
620112,152689,Yes,424,2120,1060,4/21/2022
620240,325698,No,719,3595,1797.5,5/16/2022
621640,785432,No,167,835,417.5,05/09/2022
622044,985245,Yes,525,2625,1312.5,7/26/2022
622102,152689,No,343,1715,857.5,08/07/2022
622419,985245,Yes,557,2785,1392.5,01/07/2022
623660,985245,No,358,1790,895,3/13/2022
624417,152689,No,541,2705,1352.5,3/24/2022
626518,985245,Yes,782,3910,1955,02/06/2022
627428,785432,Yes,495,2475,1237.5,4/24/2022
628147,452584,Yes,589,2945,1472.5,9/17/2022
630962,985245,Yes,289,1445,722.5,02/04/2022
630969,325698,Yes,375,1875,937.5,4/24/2022
631974,785432,No,630,3150,1575,11/09/2022
632199,152689,No,353,1765,882.5,7/27/2022
634170,785432,No,137,685,342.5,03/07/2022
634707,152689,No,453,2265,1132.5,11/20/2022
637747,785432,No,455,2275,1137.5,6/20/2022
638675,785432,Yes,560,2800,1400,3/15/2022
639344,325698,No,304,1520,760,12/12/2022
641917,785432,No,68,340,170,09/11/2022
642036,785432,No,427,2135,1067.5,1/22/2022
643770,452584,Yes,857,4285,2142.5,10/15/2022
644402,985245,Yes,697,3485,1742.5,9/27/2022
645852,325698,No,361,1805,902.5,5/22/2022
651398,152689,No,403,2015,1007.5,11/30/2022
653497,785432,Yes,245,1225,612.5,11/20/2022
654095,325698,Yes,422,2110,1055,07/07/2022
655498,152689,No,83,415,207.5,7/27/2022
656576,985245,No,213,1065,532.5,4/20/2022
657038,985245,Yes,149,745,372.5,06/07/2022
659072,985245,Yes,67,335,167.5,10/15/2022
659466,985245,No,260,1300,650,5/29/2022
661330,152689,Yes,647,3235,1617.5,3/18/2022
663741,152689,No,311,1555,777.5,9/25/2022
664005,325698,Yes,300,1500,750,5/20/2022
665958,985245,No,858,4290,2145,01/01/2022
667198,785432,No,577,2885,1442.5,10/01/2022
668019,152689,Yes,84,420,210,3/21/2022
670338,325698,No,100,500,250,05/11/2022
670839,325698,Yes,435,2175,1087.5,9/21/2022
671994,325698,Yes,800,4000,2000,08/03/2022
673111,785432,Yes,681,3405,1702.5,3/16/2022
674458,985245,No,772,3860,1930,08/01/2022
674571,785432,Yes,991,4955,2477.5,7/20/2022
675943,985245,Yes,832,4160,2080,05/03/2022
675958,325698,No,176,880,440,8/23/2022
677337,325698,No,432,2160,1080,12/28/2022
678633,152689,Yes,739,3695,1847.5,10/26/2022
679008,325698,No,355,1775,887.5,09/02/2022
680086,985245,Yes,297,1485,742.5,05/11/2022
680956,325698,No,598,2990,1495,12/09/2022
682223,785432,Yes,262,1310,655,11/12/2022
684423,985245,Yes,96,480,240,06/01/2022
685406,785432,Yes,811,4055,2027.5,05/08/2022
686238,785432,Yes,961,4805,2402.5,10/26/2022
686937,452584,No,922,4610,2305,12/08/2022
687094,785432,Yes,484,2420,1210,6/15/2022
688765,985245,Yes,545,2725,1362.5,08/08/2022
690923,152689,No,971,4855,2427.5,7/16/2022
696605,452584,No,320,1600,800,1/24/2022
697558,152689,No,450,2250,1125,4/30/2022
697688,985245,Yes,188,940,470,09/12/2022
698074,325698,Yes,735,3675,1837.5,03/07/2022
701640,785432,Yes,655,3275,1637.5,6/20/2022
704302,152689,No,469,2345,1172.5,10/15/2022
706356,785432,Yes,670,3350,1675,6/30/2022
708881,985245,No,390,1950,975,9/14/2022
709318,785432,No,741,3705,1852.5,5/18/2022
709422,985245,Yes,952,4760,2380,04/04/2022
713066,152689,Yes,646,3230,1615,6/23/2022
713293,325698,No,575,2875,1437.5,11/02/2022
716846,325698,No,937,4685,2342.5,12/12/2022
717541,325698,Yes,790,3950,1975,12/07/2022
718091,325698,Yes,368,1840,920,01/11/2022
718095,325698,No,899,4495,2247.5,03/05/2022
718833,325698,No,840,4200,2100,10/01/2022
719004,325698,No,831,4155,2077.5,3/29/2022
719506,152689,Yes,619,3095,1547.5,06/09/2022
720225,985245,No,792,3960,1980,5/22/2022
721232,452584,Yes,163,815,407.5,6/29/2022
721540,985245,No,215,1075,537.5,10/14/2022
723791,152689,Yes,314,1570,785,09/08/2022
724638,325698,No,260,1300,650,2/26/2022
724914,325698,Yes,975,4875,2437.5,8/19/2022
726103,325698,No,263,1315,657.5,10/25/2022
728576,985245,Yes,429,2145,1072.5,12/08/2022
731418,325698,Yes,440,2200,1100,5/21/2022
732223,152689,Yes,921,4605,2302.5,9/20/2022
732259,152689,Yes,632,3160,1580,07/12/2022
733011,785432,No,823,4115,2057.5,09/11/2022
734268,325698,Yes,176,880,440,06/05/2022
736781,985245,Yes,498,2490,1245,05/05/2022
739370,325698,No,925,4625,2312.5,09/02/2022
739541,325698,Yes,229,1145,572.5,11/10/2022
744796,152689,No,226,1130,565,10/09/2022
746997,325698,No,509,2545,1272.5,03/12/2022
747094,325698,No,851,4255,2127.5,9/28/2022
747459,985245,No,546,2730,1365,6/17/2022
747466,325698,Yes,614,3070,1535,10/08/2022
747519,152689,Yes,331,1655,827.5,9/28/2022
749043,785432,Yes,841,4205,2102.5,12/18/2022
750777,785432,Yes,62,310,155,09/12/2022
